compound,river,date_sampled,year,result,result_unit,group
Dimethoate,West River,08/16/2016 12:00:00 AM,2016,< 0.04,ng/ml,Insecticides
Azinphos-Methyl,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Thiabendazole,West River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Bromophos-Ethyl,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Clothianidin,Clyde River,06/26/2018 12:00:00 AM,2018,0.01,ng/ml,Insecticides
Trifluralin,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Propiconazole,Mill River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,West River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Insecticides
Cyantraniliprole,Montague River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Cyantraniliprole,Montague River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Clopyralid,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Triticonazole,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Chlorpyrifos,West River,08/16/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Chlorothalonil,Clyde River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Mancozeb,West River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,West River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Metribuzin,West River,09/13/2016 12:00:00 AM,2016,< 0.03,ng/ml,Herbicides
Dimethoate,Huntley River,07/19/2012 12:00:00 AM,2012,< 0.04,ng/ml,Insecticides
Imidacloprid,Dunk River,08/04/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Propoxur,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Thiophanate-Methyl,Wilmot River,06/15/2017 12:00:00 AM,2017,4,ng/ml,Fungicides
Propiconazole,Morell River,07/19/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,Wilmot River,08/21/2018 12:00:00 AM,2018,0.11,ng/ml,Insecticides
Ipconazole,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Clothianidin,Morell River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Lindane,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Aldrin,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Hexazinone,Mill River,05/28/2018 12:00:00 AM,2018,< 0.051,ng/ml,Herbicides
Thiophanate-Methyl,Winter River,08/10/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Metiram,Montague River,08/10/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Metiram,Montague River,08/10/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Hexazinone,Morell River,09/18/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Propiconazole,Mill River,08/25/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Chlorothalonil,Montague River,08/25/2011 12:00:00 AM,2011,< 0.02,ng/ml,Fungicides
Imazethapyr,Morell River,05/28/2018 12:00:00 AM,2018,< 0.108,ng/ml,Herbicides
Tebuconazole,Montague River,05/28/2018 12:00:00 AM,2018,< 0.051,ng/ml,Fungicides
Thiophanate-Methyl,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Methamidophos,Dunk River,08/04/2010 12:00:00 AM,2010,< 5.0,ng/ml,Insecticides
Cypermethrin,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Carbofuran,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Azoxystrobin,Mill River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Butylate,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metobromuron,West River,09/03/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Fludioxonil,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Quizalofop-Ethyl,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Benzoylprop-Ethyl,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Methamidophos,West River,07/22/2013 12:00:00 AM,2013,< 5.0,ng/ml,Insecticides
Permethrin,Dunk River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Azoxystrobin,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.114,ng/ml,Fungicides
Dimethoate,Winter River,09/14/2011 12:00:00 AM,2011,< 0.04,ng/ml,Insecticides
Atrazine,West River,08/12/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Clopyralid,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Carbofuran,Huntley River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Carbofuran,Clyde River,08/13/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Bifenthrin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Pirimicarb,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Cypermethrin,Montague River,08/21/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Rimsulfuron,West River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Paraquat,Huntley River,07/22/2009 12:00:00 AM,2009,< 10,ng/ml,Herbicides
Metribuzin,Mill River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Metalaxyl,Mill River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Azoxystrobin,Montague River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Thiabendazole,Montague River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Clomazone,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Cypermethrin,Wilmot River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Carbofuran,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.05,ng/ml,Insecticides
Hexazinone,Montague River,09/14/2011 12:00:00 AM,2011,< 0.06,ng/ml,Herbicides
Metobromuron,Montague River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorantraniliprole,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Metobromuron,Montague River,08/21/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Chlorpyrifos,Montague River,08/21/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Dimethoate,Mill River,07/20/2011 12:00:00 AM,2011,< 0.04,ng/ml,Insecticides
Metribuzin,Morell River,08/04/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Hexazinone,West River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Hexazinone,West River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Methamidophos,Morell River,06/27/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Dichlobenil,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Metribuzin,Huntley River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Phorate,Morell River,09/03/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Imazamethabenz,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.05,ng/ml,Herbicides
Rimsulfuron,West River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Rimsulfuron,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Prometryn,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Thiabendazole,Huntley River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Mancozeb,Winter River,09/09/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Mancozeb,Winter River,09/09/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Pirimicarb,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Mancozeb,Huntley River,08/09/2012 12:00:00 AM,2012,< 100,ng/ml,Fungicides
Mancozeb,Huntley River,08/09/2012 12:00:00 AM,2012,< 100,ng/ml,Fungicides
Cycloate,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Imidacloprid,Morell River,08/12/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Atrazine,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Phorate,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Thiabendazole,Mill River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Thiabendazole,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Carbofuran,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Fludioxonil,Morell River,08/16/2016 12:00:00 AM,2016,< 0.01,ng/ml,Fungicides
Methamidophos,Morell River,09/28/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Fluroxypyr,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Fludioxonil,Mill River,07/20/2011 12:00:00 AM,2011,< 0.01,ng/ml,Fungicides
Metribuzin,Morell River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorothalonil,Wilmot River,09/17/2009 12:00:00 AM,2009,< 0.02,ng/ml,Fungicides
Fludioxonil,Montague River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Carbofuran,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Dimethoate,Winter River,07/20/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Clothianidin,Huntley River,08/09/2012 12:00:00 AM,2012,0.02,ng/ml,Insecticides
Thiophanate-Methyl,Wilmot River,07/22/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Permethrin,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azoxystrobin,Wilmot River,07/26/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Hexazinone,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Thiamethoxam,Mill River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Captan,Morell River,05/28/2018 12:00:00 AM,2018,< 0.059,ng/ml,Fungicides
Azoxystrobin,Dunk River,08/17/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Permethrin,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Propoxur,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Carbofuran,West River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Hexazinone,West River,08/17/2016 12:00:00 AM,2016,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Winter River,09/14/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Azoxystrobin,Morell River,07/14/2010 12:00:00 AM,2010,< 0.05,ng/ml,Fungicides
Azoxystrobin,Morell River,07/14/2010 12:00:00 AM,2010,< 0.05,ng/ml,Fungicides
Mancozeb,Montague River,08/21/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Mancozeb,Montague River,08/21/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Carbofuran,Morell River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Mcpa,Wilmot River,07/22/2009 12:00:00 AM,2009,< 0.5,ng/ml,Herbicides
Clothianidin,Montague River,06/15/2017 12:00:00 AM,2017,0.03,ng/ml,Insecticides
Picoxystrobin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Chlorothalonil,Winter River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Thiabendazole,Winter River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Napropamide,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azinphos-Methyl,West River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Ampa,Winter River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Carbofuran,Mill River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Metobromuron,West River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Propiconazole,Wilmot River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Propiconazole,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Thiabendazole,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Diquat,Clyde River,09/19/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Chlorothalonil,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.052,ng/ml,Fungicides
Chlorantraniliprole,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Bifenthrin,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Atrazine,Montague River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Propiconazole,Montague River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Carbofuran,Morell River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Chlormephos,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Diquat,West River,07/22/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Metconazole,Mill River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Phorate,Montague River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Phorate,Clyde River,08/29/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Napropamide,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Fludioxonil,Morell River,08/17/2016 12:00:00 AM,2016,< 0.01,ng/ml,Fungicides
Chlorpyrifos,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Diphenamid,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Methamidophos,Dunk River,07/22/2013 12:00:00 AM,2013,< 5.0,ng/ml,Insecticides
Hexazinone,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Terbutryn,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Paraquat,West River,08/12/2010 12:00:00 AM,2010,< 10,ng/ml,Herbicides
Thiamethoxam,Clyde River,08/22/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Clyde River,08/09/2012 12:00:00 AM,2012,< 0.1,ng/ml,Insecticides
Mancozeb,Wilmot River,09/17/2009 12:00:00 AM,2009,< 100,ng/ml,Fungicides
Mancozeb,Wilmot River,09/17/2009 12:00:00 AM,2009,< 100,ng/ml,Fungicides
Chlorantraniliprole,Clyde River,07/22/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Metalaxyl,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Azinphos-Methyl,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.511,ng/ml,Insecticides
Permethrin,Winter River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Fungicides
Thiophanate-Methyl,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Fungicides
Metobromuron,Mill River,08/21/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Phorate,Winter River,08/10/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Thiamethoxam,Huntley River,08/29/2012 12:00:00 AM,2012,0.02,ng/ml,Insecticides
Paraquat,Huntley River,08/29/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Flamprop-Methyl,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Diquat,Wilmot River,08/29/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Permethrin,Morell River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Wilmot River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Metiram,Mill River,08/21/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Metiram,Mill River,08/21/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Carbofuran,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Thiamethoxam,Morell River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,Mill River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Metalaxyl,West River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Atrazine,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Fenthion,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Bromacil,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Mancozeb,Mill River,08/25/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Mancozeb,Mill River,08/25/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Carbofuran,Winter River,07/20/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Terbacil,Huntley River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Propiconazole,Mill River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Atrazine,Huntley River,07/14/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Chlorothalonil,Mill River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metribuzin,Huntley River,09/16/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Thiamethoxam,Montague River,08/10/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Thiabendazole,Morell River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Fludioxonil,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Fungicides
Metribuzin,Montague River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Methamidophos,West River,08/17/2016 12:00:00 AM,2016,< 5.0,ng/ml,Insecticides
Terbacil,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Thiophanate-Methyl,Huntley River,07/20/2017 12:00:00 AM,2017,0.22,ng/ml,Fungicides
Metribuzin,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Metalaxyl,Clyde River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Zoxamide,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.502,ng/ml,Fungicides
Chlorpyrifos,Winter River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Permethrin,Mill River,08/18/2014 12:00:00 AM,2014,< 0.1,ng/ml,Insecticides
Methamidophos,Huntley River,09/17/2009 12:00:00 AM,2009,< 5.0,ng/ml,Insecticides
Chlorothalonil,Mill River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dimethoate,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Terbacil,Winter River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Chlorantraniliprole,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Metiram,Montague River,07/29/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Metiram,Montague River,07/29/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Fludioxonil,West River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Chlormephos,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Chlorpyrifos-Methyl,Montague River,05/28/2018 12:00:00 AM,2018,< 0.053,ng/ml,Insecticides
Azoxystrobin,Huntley River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Methamidophos,Clyde River,07/21/2015 12:00:00 AM,2015,< 5.0,ng/ml,Insecticides
Carbofuran,Montague River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Insecticides
Pirimicarb,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Atrazine,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Thiamethoxam,West River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Permethrin,Mill River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Phorate,Clyde River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Vinclozolin,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Fungicides
Clothianidin,Winter River,09/14/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Permethrin,Clyde River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metobromuron,West River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Linuron,Wilmot River,08/09/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Chlorantraniliprole,Morell River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Thiophanate-Methyl,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Azoxystrobin,Wilmot River,07/14/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Thiabendazole,Morell River,07/14/2010 12:00:00 AM,2010,< 0.05,ng/ml,Fungicides
Thiabendazole,Morell River,07/14/2010 12:00:00 AM,2010,< 0.05,ng/ml,Fungicides
Propiconazole,West River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Hexazinone,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Carbofuran,West River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Thiophanate-Methyl,Morell River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Mancozeb,Wilmot River,09/12/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Mancozeb,Wilmot River,09/12/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Dimethoate,Morell River,06/27/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Metalaxyl,Winter River,09/14/2011 12:00:00 AM,2011,< 0.03,ng/ml,Fungicides
Azoxystrobin,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Quizalofop-Ethyl,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Clothianidin,Wilmot River,06/15/2017 12:00:00 AM,2017,1.3,ng/ml,Insecticides
Atrazine,Montague River,08/10/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Clothianidin,Huntley River,07/20/2017 12:00:00 AM,2017,0.27,ng/ml,Insecticides
Malathion,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metribuzin,Mill River,07/29/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Rimsulfuron,Winter River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Herbicides
Ipconazole,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Ethion,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.054,ng/ml,Insecticides
Metobromuron,Huntley River,08/09/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Mancozeb,Winter River,08/18/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Mancozeb,Winter River,08/18/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Rimsulfuron,Morell River,07/22/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Methamidophos,Morell River,06/15/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Diquat,Huntley River,08/09/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Cyprodinil,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Hexazinone,West River,07/19/2016 12:00:00 AM,2016,< 0.02,ng/ml,Herbicides
Atrazine,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Triticonazole,Mill River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Azoxystrobin,Morell River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Metalaxyl,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Azoxystrobin,Wilmot River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Azinphos-Methyl,Clyde River,07/22/2009 12:00:00 AM,2009,< 0.03,ng/ml,Insecticides
Azoxystrobin,Clyde River,09/17/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Carbofuran,West River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Permethrin,Mill River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Imazethapyr,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.108,ng/ml,Herbicides
Metiram,Mill River,07/20/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Metiram,Mill River,07/20/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Methamidophos,Morell River,07/22/2013 12:00:00 AM,2013,< 5.0,ng/ml,Insecticides
Metiram,Morell River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Metiram,Morell River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Thiophanate-Methyl,Montague River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metiram,Clyde River,09/17/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Metiram,Clyde River,09/17/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Imidacloprid,Mill River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Chlormephos,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Atrazine,Montague River,08/18/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Azinphos-Methyl,Huntley River,09/16/2015 12:00:00 AM,2015,< 0.03,ng/ml,Insecticides
Dimethoate,Morell River,09/18/2013 12:00:00 AM,2013,< 0.04,ng/ml,Insecticides
